frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
1,0.0,0.0,0.0,0.0,0.0,0.0,177.81756591796875,162.25416564941406,184.00405883789062,162.1626434326172,175.1099090576172,170.10247802734375,186.61424255371094,170.05682373046875,172.80828857421875,179.66783142089844,188.85220336914062,180.38302612304688,172.30519104003906,186.55593872070312,188.4990234375,187.9508819580078,177.2284698486328,188.2451629638672,184.52622985839844,188.26016235351562,177.62489318847656,201.02334594726562,182.86700439453125,201.1432342529297,178.56826782226562,210.6484375,181.1229705810547,210.84429931640625,0
2,0.0,0.0,0.0,0.0,0.0,0.0,177.83216857910156,162.25146484375,184.00732421875,162.1605224609375,175.13397216796875,170.0670623779297,186.60968017578125,170.02720642089844,172.8241729736328,179.60630798339844,188.84078979492188,180.34169006347656,172.29103088378906,186.49693298339844,188.47947692871094,187.928955078125,177.23902893066406,188.14089965820312,184.5091552734375,188.15606689453125,177.66226196289062,200.892578125,182.83334350585938,201.01168823242188,178.60679626464844,210.50042724609375,181.0670928955078,210.6959991455078,0
3,0.0,0.0,0.0,0.0,0.0,0.0,177.82394409179688,162.2413330078125,184.0034637451172,162.14939880371094,175.1336212158203,170.06692504882812,186.6216583251953,170.02780151367188,172.8214874267578,179.62120056152344,188.85951232910156,180.35018920898438,172.2682647705078,186.53346252441406,188.50808715820312,187.93922424316406,177.2292938232422,188.18460083007812,184.51165771484375,188.20101928710938,177.6260528564453,200.95335388183594,182.86325073242188,201.0774688720703,178.58229064941406,210.576171875,181.13604736328125,210.77093505859375,0
4,0.0,0.0,0.0,0.0,0.0,0.0,177.69515991210938,162.32167053222656,184.1087646484375,162.225830078125,174.94448852539062,170.4178466796875,186.81568908691406,170.37542724609375,172.81256103515625,180.1588592529297,188.9828643798828,180.84120178222656,0.0,0.0,188.32147216796875,188.2320556640625,177.10118103027344,188.67262268066406,184.6613311767578,188.701416015625,177.48736572265625,201.24227905273438,182.98715209960938,201.39190673828125,178.54615783691406,210.91322326660156,181.31640625,211.1273956298828,0
5,0.0,0.0,0.0,0.0,0.0,0.0,177.68992614746094,162.32229614257812,184.10569763183594,162.22511291503906,174.93685913085938,170.420166015625,186.8148651123047,170.3739013671875,172.81109619140625,180.16232299804688,188.9850311279297,180.8403778076172,0.0,0.0,188.32000732421875,188.2313232421875,177.11131286621094,188.68182373046875,184.67587280273438,188.70919799804688,177.50669860839844,201.2565460205078,183.00120544433594,201.40341186523438,178.5610809326172,210.92892456054688,181.318359375,211.14096069335938,0
6,0.0,0.0,0.0,0.0,0.0,0.0,177.5845489501953,162.3601531982422,184.10520935058594,162.2234344482422,174.84017944335938,170.6224365234375,186.86813354492188,170.5044708251953,172.82681274414062,180.4326934814453,188.96009826660156,181.02198791503906,0.0,0.0,188.3761444091797,188.32058715820312,177.18482971191406,189.05352783203125,184.8626251220703,189.05810546875,177.5618438720703,201.826904296875,183.12123107910156,201.9537811279297,178.59405517578125,211.63401794433594,181.37225341796875,211.8069305419922,0
7,0.0,0.0,0.0,0.0,0.0,0.0,177.6173858642578,162.07252502441406,183.98472595214844,161.92970275878906,174.96694946289062,170.1489715576172,186.73915100097656,170.06741333007812,172.7181854248047,179.84686279296875,188.7835693359375,180.49661254882812,171.91183471679688,187.0244140625,188.4434814453125,188.20594787597656,177.14657592773438,188.5416259765625,184.60467529296875,188.54843139648438,177.63619995117188,201.58609008789062,183.02587890625,201.7297821044922,178.74032592773438,211.6044921875,181.4186553955078,211.77476501464844,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.7288055419922,161.64236450195312,174.8162384033203,169.5444793701172,186.17185974121094,169.51409912109375,172.57363891601562,179.23146057128906,188.42881774902344,179.8430633544922,171.73194885253906,186.87811279296875,188.959228515625,187.87062072753906,176.9774627685547,187.82852172851562,184.1721649169922,187.85906982421875,177.53045654296875,201.20123291015625,182.850830078125,201.3043975830078,178.4451141357422,211.50685119628906,181.25991821289062,211.75454711914062,0
9,0.0,0.0,0.0,0.0,0.0,0.0,177.2593231201172,160.99310302734375,183.56846618652344,160.88055419921875,174.39035034179688,169.019775390625,186.2284393310547,168.92408752441406,172.15481567382812,179.07369995117188,188.6488037109375,179.56361389160156,171.28207397460938,186.54840087890625,188.99888610839844,187.36065673828125,176.66958618164062,187.8834228515625,184.14793395996094,187.87107849121094,177.1929168701172,201.80711364746094,182.5946807861328,201.882568359375,178.30593872070312,212.32635498046875,180.9613800048828,212.53817749023438,0
10,0.0,0.0,0.0,0.0,0.0,0.0,177.39157104492188,160.4772491455078,183.60223388671875,160.3509979248047,174.58892822265625,168.45069885253906,186.30914306640625,168.47183227539062,171.88604736328125,178.26138305664062,188.57289123535156,179.1516571044922,170.7412567138672,185.64846801757812,189.19943237304688,187.05038452148438,176.47430419921875,187.3347930908203,183.81544494628906,187.35906982421875,177.04811096191406,201.29116821289062,182.43621826171875,201.45077514648438,178.21170043945312,212.09426879882812,180.93670654296875,212.3144989013672,0
11,0.0,0.0,0.0,0.0,0.0,0.0,177.3485565185547,160.5368194580078,183.53326416015625,160.4382781982422,174.4508819580078,168.46498107910156,186.12814331054688,168.44903564453125,171.9183807373047,178.3800506591797,188.51797485351562,179.09127807617188,170.931396484375,186.02435302734375,189.22251892089844,187.14418029785156,176.54835510253906,187.42306518554688,183.89138793945312,187.43711853027344,177.0773468017578,201.45941162109375,182.4612579345703,201.5667724609375,178.1178436279297,212.2444610595703,180.85458374023438,212.4864959716797,0
