frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
1,88.80423736572266,154.603759765625,89.69500732421875,150.77752685546875,85.442138671875,150.60581970214844,0.0,0.0,71.98194122314453,148.25775146484375,85.36357879638672,164.3843231201172,55.598350524902344,162.9564666748047,88.33416748046875,191.70681762695312,47.22392272949219,190.5867919921875,89.28583526611328,206.68084716796875,57.071590423583984,211.04608154296875,0.0,0.0,57.04979705810547,207.9645538330078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,88.80079650878906,154.6066131591797,89.69815063476562,150.78433227539062,85.44981384277344,150.60926818847656,0.0,0.0,71.99495697021484,148.26065063476562,85.24441528320312,164.37969970703125,55.609405517578125,162.96817016601562,88.13922119140625,191.64865112304688,47.22145462036133,190.56912231445312,89.23381042480469,206.7344207763672,57.02704620361328,211.10116577148438,0.0,0.0,57.0009651184082,207.99435424804688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,92.08802795410156,153.51622009277344,93.4847183227539,149.6534881591797,88.05870819091797,149.6786346435547,0.0,0.0,75.68077087402344,148.19432067871094,94.83342742919922,164.65724182128906,60.06958770751953,163.5763702392578,99.77064514160156,190.1521453857422,49.51699447631836,189.7333526611328,97.65214538574219,205.0151824951172,57.98206329345703,209.21607971191406,0.0,0.0,64.16751861572266,209.95382690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,97.14373779296875,153.75888061523438,98.28410339355469,149.751953125,93.1272201538086,149.9913330078125,0.0,0.0,80.94678497314453,148.75015258789062,98.365478515625,164.89425659179688,65.49221801757812,164.1539764404297,103.24180603027344,190.51425170898438,52.790496826171875,190.38890075683594,102.30046081542969,205.03102111816406,62.26620864868164,209.57693481445312,0.0,0.0,68.71072387695312,209.4256591796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,97.18372344970703,153.87327575683594,98.37772369384766,149.90098571777344,93.20610809326172,150.05833435058594,0.0,0.0,80.99618530273438,148.62155151367188,98.39105224609375,164.78363037109375,65.47584533691406,163.940673828125,103.20386505126953,190.2220458984375,53.104209899902344,190.1114959716797,102.28636932373047,204.93905639648438,62.4602165222168,209.5178680419922,0.0,0.0,68.7031478881836,209.34605407714844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,97.0445556640625,153.79071044921875,98.22088623046875,149.8523712158203,93.12684631347656,150.01553344726562,0.0,0.0,81.125,148.67068481445312,98.05827331542969,164.88011169433594,65.72900390625,163.9219970703125,102.81636810302734,190.29737854003906,52.957664489746094,189.8112030029297,102.08890533447266,205.21022033691406,62.2199592590332,209.27828979492188,0.0,0.0,68.48614501953125,209.5083465576172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,97.04014587402344,153.79010009765625,98.21372985839844,149.85086059570312,93.12538146972656,150.01412963867188,0.0,0.0,81.12345886230469,148.67332458496094,98.0218276977539,164.88006591796875,65.72298431396484,163.94651794433594,102.79476928710938,190.2560272216797,52.90159225463867,189.82809448242188,102.09085845947266,205.17501831054688,62.21354675292969,209.22561645507812,0.0,0.0,68.5059585571289,209.52476501464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,100.1253662109375,154.00218200683594,101.71375274658203,150.2959747314453,96.57061004638672,149.9524688720703,0.0,0.0,84.393798828125,147.30752563476562,100.83042907714844,164.00613403320312,67.51547241210938,162.56263732910156,104.50365447998047,190.31051635742188,55.13528823852539,190.08941650390625,104.04496002197266,205.4921112060547,63.270904541015625,209.84368896484375,0.0,0.0,70.49735260009766,209.4189453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,103.05772399902344,154.7041015625,105.26382446289062,150.69337463378906,99.03765106201172,150.51715087890625,0.0,0.0,87.52893829345703,148.08770751953125,106.48257446289062,164.80923461914062,71.35938262939453,162.8880615234375,111.58283233642578,190.98826599121094,57.28321075439453,190.35256958007812,110.56739807128906,201.4021759033203,67.28965759277344,211.29888916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,105.51996612548828,155.45950317382812,107.47600555419922,151.00811767578125,100.98297119140625,151.49937438964844,0.0,0.0,88.96563720703125,149.42169189453125,110.01016998291016,163.38284301757812,72.65470886230469,164.33499145507812,116.5134506225586,185.95716857910156,58.45237731933594,190.9054412841797,118.53652954101562,199.31900024414062,69.43363952636719,210.57241821289062,0.0,0.0,76.24689483642578,208.85018920898438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
